request_id,lease_id,status,logged_by,ticket_number,log_date,problem,urgency,category,created_at,updated_at,deleted_at,image_path,assigned_to,expected_completion_date
862,126,Completed,King Bruen,TICKET-000862,2023-09-24,Door frame damage,Level 2,Structural,2023-09-24 00:00:00,2023-09-24 00:00:00,,,,
863,134,Completed,King Bruen,TICKET-000863,2023-09-17,Pipe leakage,Level 2,Plumbing,2023-09-17 00:00:00,2023-09-17 00:00:00,,,,
864,130,Completed,Marcus Manager,TICKET-000864,2023-09-02,AC unit electrical issues,Level 2,Electrical,2023-09-02 00:00:00,2023-09-02 00:00:00,,,,
865,286,Completed,Bernita Crona,TICKET-000865,2023-09-04,Power outlet not working,Level 3,Electrical,2023-09-04 00:00:00,2023-09-04 00:00:00,,,,
866,153,Completed,Marcus Manager,TICKET-000866,2023-09-19,Clogged drain,Level 2,Plumbing,2023-09-19 00:00:00,2023-09-19 00:00:00,,,,
867,171,Completed,Bernita Crona,TICKET-000867,2023-09-24,Running toilet,Level 2,Plumbing,2023-09-24 00:00:00,2023-09-24 00:00:00,,,,
868,297,Completed,Marcus Manager,TICKET-000868,2023-09-28,Termite inspection,Level 2,Pest Control,2023-09-28 00:00:00,2023-09-28 00:00:00,,,,
869,196,Completed,King Bruen,TICKET-000869,2023-09-27,Circuit breaker tripping,Level 3,Electrical,2023-09-27 00:00:00,2023-09-27 00:00:00,,,,
870,228,Completed,Clark West,TICKET-000870,2023-09-27,Flickering lights,Level 1,Electrical,2023-09-27 00:00:00,2023-09-27 00:00:00,,,,
871,235,Completed,Clark West,TICKET-000871,2023-09-23,Running toilet,Level 4,Plumbing,2023-09-23 00:00:00,2023-09-23 00:00:00,,,,
872,267,Completed,Bernita Crona,TICKET-000872,2023-09-08,Ceiling crack,Level 4,Structural,2023-09-08 00:00:00,2023-09-08 00:00:00,,,,
873,269,Completed,Bernita Crona,TICKET-000873,2023-09-28,Power outlet not working,Level 3,Electrical,2023-09-28 00:00:00,2023-09-28 00:00:00,,,,
874,243,Completed,Bernita Crona,TICKET-000874,2023-09-18,Dripping shower head,Level 1,Plumbing,2023-09-18 00:00:00,2023-09-18 00:00:00,,,,
875,257,Completed,King Bruen,TICKET-000875,2023-09-27,Wiring problem,Level 1,Electrical,2023-09-27 00:00:00,2023-09-27 00:00:00,,,,
876,175,Completed,Bernita Crona,TICKET-000876,2023-10-18,Water heater broken,Level 1,Plumbing,2023-10-18 00:00:00,2023-10-18 00:00:00,,,,
877,7,Completed,Marcus Manager,TICKET-000877,2023-10-17,Door not closing,Level 2,Structural,2023-10-17 00:00:00,2023-10-17 00:00:00,,,,
878,16,Completed,Marcus Manager,TICKET-000878,2023-10-06,Bed bug inspection,Level 4,Pest Control,2023-10-06 00:00:00,2023-10-06 00:00:00,,,,
879,19,Completed,King Bruen,TICKET-000879,2023-10-22,Washing machine malfunction,Level 4,Appliance,2023-10-22 00:00:00,2023-10-22 00:00:00,,,,
880,21,Completed,Bernita Crona,TICKET-000880,2023-10-05,Wiring problem,Level 2,Electrical,2023-10-05 00:00:00,2023-10-05 00:00:00,,,,
881,36,Completed,Bernita Crona,TICKET-000881,2023-10-28,Door frame damage,Level 2,Structural,2023-10-28 00:00:00,2023-10-28 00:00:00,,,,
882,32,Completed,Marcus Manager,TICKET-000882,2023-10-10,Flooring issue,Level 2,Structural,2023-10-10 00:00:00,2023-10-10 00:00:00,,,,
883,39,Completed,Bernita Crona,TICKET-000883,2023-10-25,Power outlet not working,Level 1,Electrical,2023-10-25 00:00:00,2023-10-25 00:00:00,,,,
884,52,Completed,Clark West,TICKET-000884,2023-10-12,Refrigerator not cooling,Level 2,Appliance,2023-10-12 00:00:00,2023-10-12 00:00:00,,,,
885,149,Completed,Clark West,TICKET-000885,2023-10-03,Wall damage,Level 3,Structural,2023-10-03 00:00:00,2023-10-03 00:00:00,,,,
886,85,Completed,Bernita Crona,TICKET-000886,2023-10-13,General pest treatment,Level 3,Pest Control,2023-10-13 00:00:00,2023-10-13 00:00:00,,,,
887,83,Completed,King Bruen,TICKET-000887,2023-10-26,Water heater broken,Level 3,Plumbing,2023-10-26 00:00:00,2023-10-26 00:00:00,,,,
888,94,Completed,Mia Martinez,TICKET-000888,2023-10-05,Clogged drain,Level 3,Plumbing,2023-10-05 00:00:00,2023-10-05 00:00:00,,,,
889,102,Completed,Marcus Manager,TICKET-000889,2023-10-04,Dishwasher leakage,Level 4,Appliance,2023-10-04 00:00:00,2023-10-04 00:00:00,,,,
890,122,Completed,King Bruen,TICKET-000890,2023-10-02,Switch not working,Level 3,Electrical,2023-10-02 00:00:00,2023-10-02 00:00:00,,,,
891,164,Completed,Marcus Manager,TICKET-000891,2023-10-18,Circuit breaker tripping,Level 1,Electrical,2023-10-18 00:00:00,2023-10-18 00:00:00,,,,
892,136,Completed,Clark West,TICKET-000892,2023-10-02,Mosquito problem,Level 3,Pest Control,2023-10-02 00:00:00,2023-10-02 00:00:00,,,,
893,295,Completed,Bernita Crona,TICKET-000893,2023-10-05,AC remote issue,Level 4,Appliance,2023-10-05 00:00:00,2023-10-05 00:00:00,,,,
894,169,Completed,King Bruen,TICKET-000894,2023-10-30,Pipe leakage,Level 2,Plumbing,2023-10-30 00:00:00,2023-10-30 00:00:00,,,,
895,185,Completed,Marcus Manager,TICKET-000895,2023-10-19,Door not closing,Level 1,Structural,2023-10-19 00:00:00,2023-10-19 00:00:00,,,,
896,183,Completed,King Bruen,TICKET-000896,2023-10-17,Door frame damage,Level 3,Structural,2023-10-17 00:00:00,2023-10-17 00:00:00,,,,
897,196,Completed,Clark West,TICKET-000897,2023-10-31,Dryer not working,Level 3,Appliance,2023-10-31 00:00:00,2023-10-31 00:00:00,,,,
898,222,Completed,Bernita Crona,TICKET-000898,2023-10-12,Wall crack,Level 2,Structural,2023-10-12 00:00:00,2023-10-12 00:00:00,,,,
899,234,Completed,King Bruen,TICKET-000899,2023-10-14,Rodent activity,Level 3,Pest Control,2023-10-14 00:00:00,2023-10-14 00:00:00,,,,
900,240,Completed,Bernita Crona,TICKET-000900,2023-10-16,Oven issue,Level 3,Appliance,2023-10-16 00:00:00,2023-10-16 00:00:00,,,,
901,245,Completed,Bernita Crona,TICKET-000901,2023-10-24,Cockroach sighting,Level 4,Pest Control,2023-10-24 00:00:00,2023-10-24 00:00:00,,,,
902,256,Completed,Bernita Crona,TICKET-000902,2023-10-17,Cockroach sighting,Level 3,Pest Control,2023-10-17 00:00:00,2023-10-17 00:00:00,,,,
903,258,Completed,Marcus Manager,TICKET-000903,2023-10-29,Wall damage,Level 4,Structural,2023-10-29 00:00:00,2023-10-29 00:00:00,,,,
904,261,Completed,Bernita Crona,TICKET-000904,2023-10-07,Oven issue,Level 2,Appliance,2023-10-07 00:00:00,2023-10-07 00:00:00,,,,
905,2,Completed,Mia Martinez,TICKET-000905,2023-11-23,Running toilet,Level 2,Plumbing,2023-11-23 00:00:00,2023-11-23 00:00:00,,,,
906,1,Completed,Marcus Manager,TICKET-000906,2023-11-13,Flooring issue,Level 1,Structural,2023-11-13 00:00:00,2023-11-13 00:00:00,,,,
907,176,Completed,Clark West,TICKET-000907,2023-11-16,AC unit electrical issues,Level 1,Electrical,2023-11-16 00:00:00,2023-11-16 00:00:00,,,,
908,19,Completed,Marcus Manager,TICKET-000908,2023-11-02,Low water pressure,Level 2,Plumbing,2023-11-02 00:00:00,2023-11-02 00:00:00,,,,
909,39,Completed,King Bruen,TICKET-000909,2023-11-03,Wall damage,Level 3,Structural,2023-11-03 00:00:00,2023-11-03 00:00:00,,,,
910,202,Completed,Bernita Crona,TICKET-000910,2023-11-14,Switch not working,Level 1,Electrical,2023-11-14 00:00:00,2023-11-14 00:00:00,,,,
911,85,Completed,Mia Martinez,TICKET-000911,2023-11-16,Door not closing,Level 1,Structural,2023-11-16 00:00:00,2023-11-16 00:00:00,,,,
912,87,Completed,Mia Martinez,TICKET-000912,2023-11-25,Washing machine malfunction,Level 2,Appliance,2023-11-25 00:00:00,2023-11-25 00:00:00,,,,
913,181,Completed,King Bruen,TICKET-000913,2023-11-21,Running toilet,Level 1,Plumbing,2023-11-21 00:00:00,2023-11-21 00:00:00,,,,
914,94,Completed,Marcus Manager,TICKET-000914,2023-11-15,Water heater broken,Level 4,Plumbing,2023-11-15 00:00:00,2023-11-15 00:00:00,,,,
915,118,Completed,Marcus Manager,TICKET-000915,2023-11-03,Electrical panel inspection,Level 1,Electrical,2023-11-03 00:00:00,2023-11-03 00:00:00,,,,
916,119,Completed,Mia Martinez,TICKET-000916,2023-11-14,Electrical panel inspection,Level 3,Electrical,2023-11-14 00:00:00,2023-11-14 00:00:00,,,,
917,132,Completed,Marcus Manager,TICKET-000917,2023-11-19,Electrical panel inspection,Level 4,Electrical,2023-11-19 00:00:00,2023-11-19 00:00:00,,,,
918,161,Completed,Mia Martinez,TICKET-000918,2023-11-23,Flooring issue,Level 2,Structural,2023-11-23 00:00:00,2023-11-23 00:00:00,,,,
919,292,Completed,Mia Martinez,TICKET-000919,2023-11-14,Dripping shower head,Level 1,Plumbing,2023-11-14 00:00:00,2023-11-14 00:00:00,,,,
920,171,Completed,Clark West,TICKET-000920,2023-11-02,Wiring problem,Level 3,Electrical,2023-11-02 00:00:00,2023-11-02 00:00:00,,,,
921,189,Completed,Bernita Crona,TICKET-000921,2023-11-17,Window frame repair,Level 1,Structural,2023-11-17 00:00:00,2023-11-17 00:00:00,,,,
922,184,Completed,Marcus Manager,TICKET-000922,2023-11-26,General pest treatment,Level 4,Pest Control,2023-11-26 00:00:00,2023-11-26 00:00:00,,,,
923,193,Completed,Clark West,TICKET-000923,2023-11-07,Door frame damage,Level 1,Structural,2023-11-07 00:00:00,2023-11-07 00:00:00,,,,
924,196,Completed,Clark West,TICKET-000924,2023-11-18,Microwave not heating,Level 3,Appliance,2023-11-18 00:00:00,2023-11-18 00:00:00,,,,
925,230,Completed,Marcus Manager,TICKET-000925,2023-11-08,Circuit breaker tripping,Level 2,Electrical,2023-11-08 00:00:00,2023-11-08 00:00:00,,,,
926,240,Completed,King Bruen,TICKET-000926,2023-11-26,Microwave not heating,Level 2,Appliance,2023-11-26 00:00:00,2023-11-26 00:00:00,,,,
927,272,Completed,King Bruen,TICKET-000927,2023-11-11,Window frame repair,Level 2,Structural,2023-11-11 00:00:00,2023-11-11 00:00:00,,,,
928,250,Completed,Clark West,TICKET-000928,2023-11-09,Window frame repair,Level 4,Structural,2023-11-09 00:00:00,2023-11-09 00:00:00,,,,
929,1,Completed,Marcus Manager,TICKET-000929,2023-12-18,Wiring problem,Level 2,Electrical,2023-12-18 00:00:00,2023-12-18 00:00:00,,,,
930,175,Completed,Marcus Manager,TICKET-000930,2023-12-15,General pest treatment,Level 2,Pest Control,2023-12-15 00:00:00,2023-12-15 00:00:00,,,,
931,4,Completed,Marcus Manager,TICKET-000931,2023-12-01,Refrigerator not cooling,Level 2,Appliance,2023-12-01 00:00:00,2023-12-01 00:00:00,,,,
932,16,Completed,Bernita Crona,TICKET-000932,2023-12-06,Wall damage,Level 2,Structural,2023-12-06 00:00:00,2023-12-06 00:00:00,,,,
933,12,Completed,Marcus Manager,TICKET-000933,2023-12-12,Loose tiles,Level 1,Structural,2023-12-12 00:00:00,2023-12-12 00:00:00,,,,
934,20,Completed,King Bruen,TICKET-000934,2023-12-28,Spider infestation,Level 2,Pest Control,2023-12-28 00:00:00,2023-12-28 00:00:00,,,,
935,36,Completed,Mia Martinez,TICKET-000935,2023-12-10,Power outlet not working,Level 3,Electrical,2023-12-10 00:00:00,2023-12-10 00:00:00,,,,
936,39,Completed,Clark West,TICKET-000936,2023-12-17,Low water pressure,Level 1,Plumbing,2023-12-17 00:00:00,2023-12-17 00:00:00,,,,
937,52,Completed,Marcus Manager,TICKET-000937,2023-12-06,Electrical panel inspection,Level 1,Electrical,2023-12-06 00:00:00,2023-12-06 00:00:00,,,,
938,43,Completed,Bernita Crona,TICKET-000938,2023-12-17,AC remote issue,Level 1,Appliance,2023-12-17 00:00:00,2023-12-17 00:00:00,,,,
939,208,Completed,Mia Martinez,TICKET-000939,2023-12-03,Ant infestation,Level 4,Pest Control,2023-12-03 00:00:00,2023-12-03 00:00:00,,,,
940,144,Completed,Marcus Manager,TICKET-000940,2023-12-17,Wiring problem,Level 4,Electrical,2023-12-17 00:00:00,2023-12-17 00:00:00,,,,
941,83,Completed,Clark West,TICKET-000941,2023-12-31,Door not closing,Level 3,Structural,2023-12-31 00:00:00,2023-12-31 00:00:00,,,,
942,84,Completed,Marcus Manager,TICKET-000942,2023-12-07,Bed bug inspection,Level 3,Pest Control,2023-12-07 00:00:00,2023-12-07 00:00:00,,,,
943,96,Completed,Bernita Crona,TICKET-000943,2023-12-03,Washing machine malfunction,Level 2,Appliance,2023-12-03 00:00:00,2023-12-03 00:00:00,,,,
944,119,Completed,King Bruen,TICKET-000944,2023-12-25,Exhaust fan noise,Level 2,Appliance,2023-12-25 00:00:00,2023-12-25 00:00:00,,,,
945,116,Completed,King Bruen,TICKET-000945,2023-12-02,Wall crack,Level 3,Structural,2023-12-02 00:00:00,2023-12-02 00:00:00,,,,
946,150,Completed,Marcus Manager,TICKET-000946,2023-12-27,Dryer not working,Level 2,Appliance,2023-12-27 00:00:00,2023-12-27 00:00:00,,,,
947,293,Completed,King Bruen,TICKET-000947,2023-12-24,Washing machine malfunction,Level 2,Appliance,2023-12-24 00:00:00,2023-12-24 00:00:00,,,,
948,184,Completed,Clark West,TICKET-000948,2023-12-31,Washing machine malfunction,Level 2,Appliance,2023-12-31 00:00:00,2023-12-31 00:00:00,,,,
949,196,Completed,Mia Martinez,TICKET-000949,2023-12-06,Window frame repair,Level 2,Structural,2023-12-06 00:00:00,2023-12-06 00:00:00,,,,
950,231,Completed,Clark West,TICKET-000950,2023-12-11,Circuit breaker tripping,Level 1,Electrical,2023-12-11 00:00:00,2023-12-11 00:00:00,,,,
951,271,Completed,Bernita Crona,TICKET-000951,2023-12-23,Flickering lights,Level 2,Electrical,2023-12-23 00:00:00,2023-12-23 00:00:00,,,,
952,251,Completed,King Bruen,TICKET-000952,2023-12-30,Exhaust fan noise,Level 2,Appliance,2023-12-30 00:00:00,2023-12-30 00:00:00,,,,
953,255,Completed,Marcus Manager,TICKET-000953,2023-12-03,Refrigerator not cooling,Level 1,Appliance,2023-12-03 00:00:00,2023-12-03 00:00:00,,,,
954,13,Completed,Bernita Crona,TICKET-000954,2024-01-30,Low water pressure,Level 1,Plumbing,2024-01-30 00:00:00,2024-01-30 00:00:00,,,,
955,11,Completed,Mia Martinez,TICKET-000955,2024-01-11,Ant infestation,Level 2,Pest Control,2024-01-11 00:00:00,2024-01-11 00:00:00,,,,
956,18,Completed,Clark West,TICKET-000956,2024-01-30,Door not closing,Level 1,Structural,2024-01-30 00:00:00,2024-01-30 00:00:00,,,,
957,23,Completed,Bernita Crona,TICKET-000957,2024-01-17,Window frame repair,Level 1,Structural,2024-01-17 00:00:00,2024-01-17 00:00:00,,,,
958,42,Ongoing,Mia Martinez,TICKET-000958,2024-01-25,Wiring problem,Level 4,Electrical,2024-01-25 00:00:00,2024-01-25 00:00:00,,,,
959,39,Completed,Clark West,TICKET-000959,2024-01-15,Wall damage,Level 2,Structural,2024-01-15 00:00:00,2024-01-15 00:00:00,,,,
960,52,Completed,King Bruen,TICKET-000960,2024-01-03,Mosquito problem,Level 3,Pest Control,2024-01-03 00:00:00,2024-01-03 00:00:00,,,,
961,72,Completed,Bernita Crona,TICKET-000961,2024-01-24,Switch not working,Level 1,Electrical,2024-01-24 00:00:00,2024-01-24 00:00:00,,,,
962,68,Completed,Mia Martinez,TICKET-000962,2024-01-29,Light fixture malfunction,Level 3,Electrical,2024-01-29 00:00:00,2024-01-29 00:00:00,,,,
963,206,Completed,Bernita Crona,TICKET-000963,2024-01-17,Wall damage,Level 2,Structural,2024-01-17 00:00:00,2024-01-17 00:00:00,,,,
964,143,Completed,King Bruen,TICKET-000964,2024-01-14,Low water pressure,Level 1,Plumbing,2024-01-14 00:00:00,2024-01-14 00:00:00,,,,
965,82,Completed,Clark West,TICKET-000965,2024-01-03,Door frame damage,Level 2,Structural,2024-01-03 00:00:00,2024-01-03 00:00:00,,,,
966,82,Completed,Mia Martinez,TICKET-000966,2024-01-29,Wall damage,Level 4,Structural,2024-01-29 00:00:00,2024-01-29 00:00:00,,,,
967,102,Completed,Mia Martinez,TICKET-000967,2024-01-29,Low water pressure,Level 4,Plumbing,2024-01-29 00:00:00,2024-01-29 00:00:00,,,,
968,98,Completed,King Bruen,TICKET-000968,2024-01-14,Oven issue,Level 4,Appliance,2024-01-14 00:00:00,2024-01-14 00:00:00,,,,
969,124,Completed,Clark West,TICKET-000969,2024-01-18,Mosquito problem,Level 3,Pest Control,2024-01-18 00:00:00,2024-01-18 00:00:00,,,,
970,124,Completed,Bernita Crona,TICKET-000970,2024-01-26,Refrigerator not cooling,Level 2,Appliance,2024-01-26 00:00:00,2024-01-26 00:00:00,,,,
971,128,Completed,King Bruen,TICKET-000971,2024-01-14,Running toilet,Level 1,Plumbing,2024-01-14 00:00:00,2024-01-14 00:00:00,,,,
972,150,Completed,Bernita Crona,TICKET-000972,2024-01-22,Flooring issue,Level 2,Structural,2024-01-22 00:00:00,2024-01-22 00:00:00,,,,
973,157,Completed,Marcus Manager,TICKET-000973,2024-01-31,Window frame repair,Level 2,Structural,2024-01-31 00:00:00,2024-01-31 00:00:00,,,,
974,296,Completed,Mia Martinez,TICKET-000974,2024-01-26,Running toilet,Level 1,Plumbing,2024-01-26 00:00:00,2024-01-26 00:00:00,,,,
975,293,Completed,Marcus Manager,TICKET-000975,2024-01-27,AC remote issue,Level 4,Appliance,2024-01-27 00:00:00,2024-01-27 00:00:00,,,,
976,201,Completed,Marcus Manager,TICKET-000976,2024-01-31,Pipe leakage,Level 1,Plumbing,2024-01-31 00:00:00,2024-01-31 00:00:00,,,,
977,201,Completed,Mia Martinez,TICKET-000977,2024-01-03,Clogged drain,Level 1,Plumbing,2024-01-03 00:00:00,2024-01-03 00:00:00,,,,
978,222,Completed,Mia Martinez,TICKET-000978,2024-01-09,Door frame damage,Level 2,Structural,2024-01-09 00:00:00,2024-01-09 00:00:00,,,,
979,221,Completed,Bernita Crona,TICKET-000979,2024-01-08,Dishwasher leakage,Level 2,Appliance,2024-01-08 00:00:00,2024-01-08 00:00:00,,,,
980,226,Completed,Marcus Manager,TICKET-000980,2024-01-02,Power outlet not working,Level 3,Electrical,2024-01-02 00:00:00,2024-01-02 00:00:00,,,,
981,278,Completed,Bernita Crona,TICKET-000981,2024-01-23,Termite inspection,Level 3,Pest Control,2024-01-23 00:00:00,2024-01-23 00:00:00,,,,
982,245,Completed,Marcus Manager,TICKET-000982,2024-01-01,Wall damage,Level 2,Structural,2024-01-01 00:00:00,2024-01-01 00:00:00,,,,
983,174,Completed,Bernita Crona,TICKET-000983,2024-02-23,Clogged drain,Level 3,Plumbing,2024-02-23 00:00:00,2024-02-23 00:00:00,,,,
984,19,Completed,Clark West,TICKET-000984,2024-02-01,Dryer not working,Level 3,Appliance,2024-02-01 00:00:00,2024-02-01 00:00:00,,,,
985,49,Completed,Mia Martinez,TICKET-000985,2024-02-28,Ceiling crack,Level 4,Structural,2024-02-28 00:00:00,2024-02-28 00:00:00,,,,
986,49,Completed,Clark West,TICKET-000986,2024-02-25,Rodent activity,Level 3,Pest Control,2024-02-25 00:00:00,2024-02-25 00:00:00,,,,
987,61,Completed,Marcus Manager,TICKET-000987,2024-02-15,Rodent activity,Level 3,Pest Control,2024-02-15 00:00:00,2024-02-15 00:00:00,,,,
988,206,Completed,Bernita Crona,TICKET-000988,2024-02-03,Bed bug inspection,Level 3,Pest Control,2024-02-03 00:00:00,2024-02-03 00:00:00,,,,
989,206,Completed,Mia Martinez,TICKET-000989,2024-02-12,Bed bug inspection,Level 1,Pest Control,2024-02-12 00:00:00,2024-02-12 00:00:00,,,,
990,83,Completed,Bernita Crona,TICKET-000990,2024-02-04,Flickering lights,Level 1,Electrical,2024-02-04 00:00:00,2024-02-04 00:00:00,,,,
991,83,Completed,Marcus Manager,TICKET-000991,2024-02-08,Washing machine malfunction,Level 2,Appliance,2024-02-08 00:00:00,2024-02-08 00:00:00,,,,
992,95,Completed,Marcus Manager,TICKET-000992,2024-02-09,Cockroach sighting,Level 3,Pest Control,2024-02-09 00:00:00,2024-02-09 00:00:00,,,,
993,102,Completed,Clark West,TICKET-000993,2024-02-07,Clogged drain,Level 1,Plumbing,2024-02-07 00:00:00,2024-02-07 00:00:00,,,,
994,128,Completed,Clark West,TICKET-000994,2024-02-23,Bed bug inspection,Level 4,Pest Control,2024-02-23 00:00:00,2024-02-23 00:00:00,,,,
995,165,Completed,Bernita Crona,TICKET-000995,2024-02-09,Door frame damage,Level 2,Structural,2024-02-09 00:00:00,2024-02-09 00:00:00,,,,
996,158,Completed,King Bruen,TICKET-000996,2024-02-12,Leaking faucet,Level 4,Plumbing,2024-02-12 00:00:00,2024-02-12 00:00:00,,,,
997,155,Completed,Clark West,TICKET-000997,2024-02-06,Cockroach sighting,Level 4,Pest Control,2024-02-06 00:00:00,2024-02-06 00:00:00,,,,
998,294,Completed,Marcus Manager,TICKET-000998,2024-02-16,Dishwasher leakage,Level 2,Appliance,2024-02-16 00:00:00,2024-02-16 00:00:00,,,,
999,302,Completed,Bernita Crona,TICKET-000999,2024-02-28,Washing machine malfunction,Level 2,Appliance,2024-02-28 00:00:00,2024-02-28 00:00:00,,,,
1000,193,Completed,Clark West,TICKET-001000,2024-02-20,Window frame repair,Level 3,Structural,2024-02-20 00:00:00,2024-02-20 00:00:00,,,,
1001,223,Completed,Mia Martinez,TICKET-001001,2024-02-15,Switch not working,Level 1,Electrical,2024-02-15 00:00:00,2024-02-15 00:00:00,,,,
1002,231,Completed,Clark West,TICKET-001002,2024-02-28,Door frame damage,Level 2,Structural,2024-02-28 00:00:00,2024-02-28 00:00:00,,,,
1003,231,Completed,Bernita Crona,TICKET-001003,2024-02-22,General pest treatment,Level 3,Pest Control,2024-02-22 00:00:00,2024-02-22 00:00:00,,,,
1004,257,Completed,Bernita Crona,TICKET-001004,2024-02-01,Spider infestation,Level 4,Pest Control,2024-02-01 00:00:00,2024-02-01 00:00:00,,,,
1005,258,Completed,Clark West,TICKET-001005,2024-02-29,Wall damage,Level 2,Structural,2024-02-29 00:00:00,2024-02-29 00:00:00,,,,
1006,1,Completed,Mia Martinez,TICKET-001006,2024-03-16,Mosquito problem,Level 3,Pest Control,2024-03-16 00:00:00,2024-03-16 00:00:00,,,,
1007,4,Completed,King Bruen,TICKET-001007,2024-03-07,Pipe leakage,Level 2,Plumbing,2024-03-07 00:00:00,2024-03-07 00:00:00,,,,
1008,179,Completed,King Bruen,TICKET-001008,2024-03-06,Switch not working,Level 2,Electrical,2024-03-06 00:00:00,2024-03-06 00:00:00,,,,
1009,32,Completed,Clark West,TICKET-001009,2024-03-16,Flooring issue,Level 2,Structural,2024-03-16 00:00:00,2024-03-16 00:00:00,,,,
1010,25,Completed,King Bruen,TICKET-001010,2024-03-31,Rodent activity,Level 3,Pest Control,2024-03-31 00:00:00,2024-03-31 00:00:00,,,,
1011,41,Completed,Clark West,TICKET-001011,2024-03-31,Light fixture malfunction,Level 2,Electrical,2024-03-31 00:00:00,2024-03-31 00:00:00,,,,
1012,42,Completed,King Bruen,TICKET-001012,2024-03-26,Ceiling crack,Level 1,Structural,2024-03-26 00:00:00,2024-03-26 00:00:00,,,,
1013,54,Completed,Clark West,TICKET-001013,2024-03-11,Dripping shower head,Level 2,Plumbing,2024-03-11 00:00:00,2024-03-11 00:00:00,,,,
1014,57,Completed,Clark West,TICKET-001014,2024-03-13,Rodent activity,Level 3,Pest Control,2024-03-13 00:00:00,2024-03-13 00:00:00,,,,
1015,63,Completed,King Bruen,TICKET-001015,2024-03-05,Termite inspection,Level 2,Pest Control,2024-03-05 00:00:00,2024-03-05 00:00:00,,,,
1016,87,Completed,Bernita Crona,TICKET-001016,2024-03-08,Door frame damage,Level 2,Structural,2024-03-08 00:00:00,2024-03-08 00:00:00,,,,
1017,86,Completed,King Bruen,TICKET-001017,2024-03-31,General pest treatment,Level 3,Pest Control,2024-03-31 00:00:00,2024-03-31 00:00:00,,,,
1018,96,Completed,Clark West,TICKET-001018,2024-03-26,Wall damage,Level 1,Structural,2024-03-26 00:00:00,2024-03-26 00:00:00,,,,
1019,92,Completed,Clark West,TICKET-001019,2024-03-24,Microwave not heating,Level 2,Appliance,2024-03-24 00:00:00,2024-03-24 00:00:00,,,,
1020,101,Completed,Mia Martinez,TICKET-001020,2024-03-23,Exhaust fan noise,Level 4,Appliance,2024-03-23 00:00:00,2024-03-23 00:00:00,,,,
1021,118,Completed,Clark West,TICKET-001021,2024-03-22,Sink drainage issue,Level 3,Plumbing,2024-03-22 00:00:00,2024-03-22 00:00:00,,,,
1022,135,Completed,Mia Martinez,TICKET-001022,2024-03-17,Washing machine malfunction,Level 2,Appliance,2024-03-17 00:00:00,2024-03-17 00:00:00,,,,
1023,161,Completed,Marcus Manager,TICKET-001023,2024-03-05,General pest treatment,Level 2,Pest Control,2024-03-05 00:00:00,2024-03-05 00:00:00,,,,
1024,285,Completed,Clark West,TICKET-001024,2024-03-29,AC unit electrical issues,Level 2,Electrical,2024-03-29 00:00:00,2024-03-29 00:00:00,,,,
1025,158,Completed,King Bruen,TICKET-001025,2024-03-11,Running toilet,Level 2,Plumbing,2024-03-11 00:00:00,2024-03-11 00:00:00,,,,
1026,201,Completed,Marcus Manager,TICKET-001026,2024-03-02,Washing machine malfunction,Level 1,Appliance,2024-03-02 00:00:00,2024-03-02 00:00:00,,,,
1027,241,Completed,King Bruen,TICKET-001027,2024-03-27,AC remote issue,Level 1,Appliance,2024-03-27 00:00:00,2024-03-27 00:00:00,,,,
1028,236,Completed,Bernita Crona,TICKET-001028,2024-03-28,Loose tiles,Level 2,Structural,2024-03-28 00:00:00,2024-03-28 00:00:00,,,,
1029,259,Completed,King Bruen,TICKET-001029,2024-03-19,Door frame damage,Level 3,Structural,2024-03-19 00:00:00,2024-03-19 00:00:00,,,,
1030,260,Completed,Marcus Manager,TICKET-001030,2024-03-24,Bed bug inspection,Level 4,Pest Control,2024-03-24 00:00:00,2024-03-24 00:00:00,,,,
1031,2,Completed,King Bruen,TICKET-001031,2024-04-21,Mosquito problem,Level 2,Pest Control,2024-04-21 00:00:00,2024-04-21 00:00:00,,,,
1032,1,Completed,King Bruen,TICKET-001032,2024-04-14,Dripping shower head,Level 2,Plumbing,2024-04-14 00:00:00,2024-04-14 00:00:00,,,,
1033,177,Completed,Mia Martinez,TICKET-001033,2024-04-09,Wiring problem,Level 2,Electrical,2024-04-09 00:00:00,2024-04-09 00:00:00,,,,
1034,12,Completed,King Bruen,TICKET-001034,2024-04-01,General pest treatment,Level 3,Pest Control,2024-04-01 00:00:00,2024-04-01 00:00:00,,,,
1035,22,Completed,King Bruen,TICKET-001035,2024-04-02,Rodent activity,Level 3,Pest Control,2024-04-02 00:00:00,2024-04-02 00:00:00,,,,
1036,19,Completed,Marcus Manager,TICKET-001036,2024-04-16,Wiring problem,Level 1,Electrical,2024-04-16 00:00:00,2024-04-16 00:00:00,,,,
1037,34,Completed,Marcus Manager,TICKET-001037,2024-04-06,AC unit electrical issues,Level 2,Electrical,2024-04-06 00:00:00,2024-04-06 00:00:00,,,,
1038,38,Completed,Bernita Crona,TICKET-001038,2024-04-04,Termite inspection,Level 2,Pest Control,2024-04-04 00:00:00,2024-04-04 00:00:00,,,,
1039,41,Completed,Clark West,TICKET-001039,2024-04-25,Wiring problem,Level 1,Electrical,2024-04-25 00:00:00,2024-04-25 00:00:00,,,,
